51	1977	7	13	8	9	15	5.1	5.5	2.48	24	67.13	29.69	15.0	109	75	166	203	77	16
52	1977	7	14	5	49	8	5.5	5.4	1.24	24	63.28	40.12	15.0	91	35	85	278	55	94
54	1977	7	18	14	22	52	5.2	0.0	5.22	23	69.89	35.62	77.6	109	30	-47	242	69	-111
56	1977	7	23	6	57	3	5.1	5.1	1.58	24	83.59	42.20	33.0	299	19	118	90	74	81
57	1977	7	29	9	14	8	5.2	0.0	6.91	23	75.45	38.54	131.7	158	5	21	47	88	95
60	1977	9	9	2	34	59	4.9	0.0	7.76	23	131.86	42.59	567.7	61	69	-169	327	80	-21
63	1977	10	13	11	32	9	5.2	0.0	1.62	24	93.16	23.27	60.8	145	41	-171	48	84	-49
65	1977	11	18	5	20	11	5.7	6.5	4.83	25	88.14	33.00	10.0	191	19	-88	9	71	-91
66	1977	11	26	22	46	52	5.1	0.0	3.26	23	117.79	39.89	15.0	250	45	-90	70	45	-90
67	1977	12	18	16	47	17	5.3	5.8	8.65	24	77.44	39.92	15.0	286	27	125	68	68	74
74	1978	1	16	3	20	5	5.3	0.0	1.27	24	70.19	36.31	242.1	297	20	120	86	73	80
79	1978	2	23	23	18	33	5.1	0.0	5.37	23	94.93	23.16	122.2	331	31	44	201	69	113
82	1978	3	12	8	29	18	5.3	5.1	1.46	24	79.97	41.92	15.0	300	27	131	75	70	71
84	1978	3	16	2	0	0	5.3	5.9	1.82	25	66.43	29.83	39.2	104	77	-173	12	83	-13
86	1978	3	24	21	5	48	6.2	7.1	2.54	26	78.69	42.37	34.7	270	44	33	155	67	129
87	1978	4	4	0	40	29	5.6	6.0	8.43	24	82.03	33.03	10.0	223	59	-8	317	83	-149
88	1978	4	14	6	11	27	5.1	0.0	4.15	23	75.45	41.50	33.0	270	33	90	90	57	90
89	1978	4	21	15	22	57	5.9	0.0	1.44	25	70.40	36.21	248.3	197	13	116	351	78	84
90	1978	4	22	15	4	15	5.3	5.1	10.12	23	86.54	42.26	15.0	336	38	135	104	64	61
92	1978	5	6	11	16	9	5.5	5.7	7.77	24	66.20	29.80	33.0	101	79	-179	11	89	-11
94	1978	5	18	12	33	34	5.4	5.2	2.04	24	122.56	40.79	15.0	23	60	-177	292	87	-30
97	1978	5	24	1	56	10	5.1	0.0	1.12	24	65.72	23.80	30.0	110	40	-80	277	50	-98
100	1978	6	4	19	30	23	6.0	5.1	2.89	24	63.13	40.48	10.0	294	40	118	79	56	68
101	1978	6	15	3	19	9	5.2	0.0	5.01	24	135.43	43.37	381.6	85	39	173	181	85	51
106	1978	7	31	11	55	40	5.0	5.4	2.14	24	81.78	35.68	10.0	219	28	-32	337	75	-115
107	1978	8	2	7	45	52	5.1	5.2	8.29	23	100.51	20.26	15.0	148	84	177	239	87	6
108	1978	8	3	6	7	35	5.3	5.5	3.60	24	96.96	52.45	10.0	187	52	150	297	67	42
110	1978	8	8	0	1	46	5.2	0.0	10.41	23	71.08	36.59	216.9	121	35	49	348	64	114
114	1978	8	31	3	26	50	5.1	0.0	11.01	23	101.04	27.41	10.0	5	58	-26	109	68	-145
116	1978	9	9	23	11	11	5.1	0.0	1.19	24	101.03	23.20	10.0	223	69	7	131	84	158
120	1978	9	30	9	4	31	5.5	5.7	5.07	24	95.94	16.64	10.0	17	76	-168	284	78	-14
121	1978	10	8	14	20	5	5.8	0.0	10.35	24	74.29	39.48	10.0	246	36	27	133	74	123
123	1978	10	16	16	30	26	5.0	4.5	4.37	23	93.79	45.06	15.0	168	75	179	258	89	15
125	1978	10	23	8	7	31	5.6	0.0	3.01	24	70.70	36.41	181.9	80	9	90	260	81	90
126	1978	10	24	13	38	48	5.0	5.1	1.22	24	96.86	15.09	15.0	176	90	180	266	90	0
127	1978	11	1	19	48	28	6.2	6.8	9.58	25	72.16	39.34	15.0	103	58	163	202	75	33
128	1978	11	2	6	24	13	5.3	5.2	2.44	24	71.73	39.17	15.0	199	31	23	89	79	119
129	1978	11	2	11	15	40	5.4	5.2	12.12	23	72.72	39.90	15.0	79	52	140	197	60	46
130	1978	11	8	0	57	47	5.5	5.0	8.99	23	72.20	39.39	10.0	282	43	128	55	57	60
131	1978	12	10	1	30	16	4.9	4.8	5.40	23	66.05	28.59	33.0	270	78	-176	179	86	-12
133	1979	1	1	18	51	10	5.3	0.0	1.12	24	93.59	20.51	95.0	93	32	62	305	62	106
138	1979	1	31	12	36	24	5.7	0.0	7.11	24	130.95	42.92	575.2	79	47	166	179	80	44
139	1979	2	7	4	18	51	5.2	0.0	5.07	23	71.79	36.69	141.6	30	41	54	254	58	117
141	1979	3	15	12	52	29	5.6	6.2	1.33	25	101.61	23.24	10.0	33	62	-3	124	87	-152
143	1979	3	29	2	1	33	5.9	5.5	2.98	24	83.69	41.93	15.0	279	29	107	80	63	81
144	1979	3	29	7	7	22	5.3	5.8	5.68	24	97.75	32.61	12.0	358	75	-174	266	84	-15
146	1979	4	6	18	30	6	5.2	4.9	1.24	24	77.74	41.92	19.0	121	19	120	270	74	80
147	1979	4	17	17	1	56	5.1	0.0	7.84	23	74.29	39.28	97.3	235	74	15	141	76	164
148	1979	5	20	22	59	14	5.8	5.9	5.38	24	80.32	29.58	15.0	274	7	79	105	83	91
151	1979	5	29	0	39	52	5.3	0.0	1.31	24	95.05	24.92	108.5	109	30	134	241	69	68
152	1979	6	19	4	15	16	5.0	4.9	4.70	23	111.50	36.83	33.0	278	30	-63	68	63	-105
153	1979	6	19	16	29	8	5.1	4.5	3.84	23	87.57	26.29	24.0	179	34	-82	350	57	-95
154	1979	6	20	11	56	20	5.3	0.0	1.65	24	70.53	36.24	213.9	283	20	72	122	71	96
156	1979	6	26	3	4	51	5.7	0.0	1.34	24	72.19	35.11	263.9	276	33	-92	99	57	-88
157	1979	7	9	10	57	22	5.5	5.4	1.76	24	118.99	31.11	15.0	138	66	22	38	70	155
159	1979	7	13	23	20	8	4.8	0.0	3.88	23	95.59	25.13	117.1	44	28	99	215	62	85
162	1979	8	14	14	24	31	5.1	0.0	6.94	23	70.97	36.35	176.4	219	36	113	11	57	74
163	1979	8	16	21	31	26	6.1	0.0	11.51	25	131.74	41.97	604.4	56	24	133	190	73	73
164	1979	8	20	3	50	52	6.1	0.0	4.86	24	70.71	37.93	238.6	269	11	91	88	79	90
165	1979	8	24	16	59	30	5.8	5.9	4.12	24	108.24	40.83	15.0	111	44	-65	259	51	-112
169	1979	9	24	8	46	41	5.3	0.0	7.32	23	69.76	36.29	224.6	211	31	10	112	85	120
170	1979	9	25	13	5	53	5.9	5.5	3.83	24	76.81	44.87	40.0	74	44	112	224	50	70
171	1979	9	28	7	46	47	5.0	4.5	5.06	23	90.45	37.81	15.0	129	23	42	359	75	107
172	1979	10	3	11	35	14	5.6	0.0	3.24	24	94.94	18.11	54.4	181	16	-64	334	76	-97
174	1979	11	25	2	40	48	4.9	5.1	9.16	23	96.32	25.21	10.0	357	79	-175	266	85	-11
176	1979	12	2	1	37	10	5.2	5.1	1.93	24	90.09	38.55	12.0	255	67	20	157	72	155
179	1979	12	21	6	31	51	5.5	5.1	1.13	24	97.78	26.61	10.0	119	42	72	323	51	106
180	1979	12	25	3	36	53	5.0	0.0	8.84	23	131.33	42.93	543.0	72	13	141	200	82	80
186	1980	2	2	12	29	16	5.3	5.2	1.98	24	101.38	27.60	10.0	213	74	-6	304	84	-164
187	1980	2	10	4	46	4	5.1	4.8	4.99	23	120.97	48.66	15.0	130	54	6	36	85	144
188	1980	2	13	22	9	29	6.1	0.0	12.35	24	76.76	35.90	80.0	281	20	66	126	72	98
190	1980	2	22	3	2	47	5.8	6.2	3.99	25	89.16	30.69	10.0	7	39	-84	180	51	-95
193	1980	3	6	21	0	18	5.1	5.0	13.71	23	91.93	36.37	10.0	285	59	29	180	66	145
195	1980	3	20	23	15	57	5.2	0.0	3.29	24	70.33	36.13	152.3	80	39	99	249	52	83
200	1980	4	14	10	17	19	5.3	0.0	2.20	24	69.12	36.19	17.0	186	53	40	69	59	135
203	1980	6	1	6	18	58	5.2	5.0	1.63	24	95.90	38.98	15.0	334	34	93	151	56	88
205	1980	6	22	14	38	53	5.1	0.0	5.34	23	81.59	30.10	15.0	28	36	-51	162	63	-115
206	1980	6	24	7	35	48	5.2	5.2	5.06	24	88.77	33.09	15.0	156	73	-165	62	75	-17
208	1980	7	5	20	25	25	5.4	5.2	1.74	24	77.40	41.94	15.0	48	51	51	280	53	128
210	1980	7	12	20	39	35	5.4	4.6	8.93	23	94.08	37.03	15.0	161	9	106	324	82	88
211	1980	7	29	12	23	12	5.7	5.2	2.23	24	81.11	28.96	10.0	278	25	89	98	65	90
212	1980	7	29	14	58	40	6.1	6.5	8.26	25	80.95	29.42	22.3	290	21	91	108	69	89
213	1980	7	31	19	3	5	5.0	4.9	7.13	23	74.31	39.41	10.0	261	37	82	91	53	96
214	1980	8	23	21	36	53	5.2	4.9	2.30	24	75.37	32.59	15.0	293	10	63	140	81	95
215	1980	8	23	21	50	4	5.2	4.8	2.61	24	75.40	32.49	15.0	298	12	82	126	78	92
216	1980	8	27	4	30	16	5.5	4.8	7.70	23	94.76	15.72	20.0	114	40	86	299	50	93
219	1980	9	19	9	30	29	5.4	0.0	1.55	24	70.64	36.28	206.7	208	19	26	94	82	107
220	1980	9	20	10	45	32	5.3	4.2	4.16	23	73.58	17.31	15.0	139	29	-111	342	63	-79
223	1980	10	7	9	32	8	5.4	5.5	5.65	24	82.06	35.76	15.0	192	39	-53	328	60	-116
225	1980	11	6	1	34	24	5.6	5.4	3.86	24	86.22	43.89	20.0	82	18	66	287	74	97
227	1980	11	19	19	0	46	6.0	6.1	2.98	25	89.05	27.42	44.1	209	51	-2	301	89	-141
228	1980	11	20	18	14	11	5.3	5.1	7.79	23	94.49	22.69	20.0	208	19	131	345	76	78
229	1980	12	6	2	45	28	5.1	5.1	7.80	23	78.56	40.37	15.0	256	20	126	38	74	78
231	1980	12	15	22	11	49	5.5	5.2	2.09	24	90.31	45.85	10.0	273	44	113	63	50	70
236	1981	1	10	13	14	52	5.5	0.0	14.91	23	71.36	36.35	141.5	289	25	139	57	74	71
237	1981	1	23	21	13	51	5.7	6.8	7.28	25	101.35	30.86	10.0	319	73	-4	51	86	-163
241	1981	2	9	23	13	7	5.1	0.0	11.93	23	86.98	36.53	10.0	222	30	-53	1	67	-109
247	1981	3	3	5	52	42	5.2	5.4	1.39	24	72.50	39.14	15.0	93	44	-177	1	88	-46
252	1981	4	15	2	47	0	5.0	4.4	7.64	23	130.32	35.94	33.0	220	69	165	316	76	22
254	1981	4	25	11	32	23	5.7	0.0	3.89	24	95.52	24.99	152.9	135	44	80	329	47	99
255	1981	4	28	17	54	17	5.2	0.0	1.86	24	70.53	36.47	188.3	94	16	108	255	74	85
256	1981	5	1	4	8	10	5.0	0.0	3.34	23	94.64	23.32	99.1	247	22	21	137	82	111
258	1981	5	2	16	4	55	6.3	0.0	6.12	25	70.99	36.80	228.1	277	41	110	72	52	73
260	1981	5	22	9	51	18	5.1	5.0	13.74	23	106.32	52.05	29.0	18	18	-118	227	74	-81
262	1981	5	27	21	26	6	5.1	5.0	8.51	23	109.42	54.03	22.0	64	23	-96	251	67	-87
265	1981	6	9	22	8	21	5.2	6.0	1.41	25	91.28	34.21	10.0	76	81	-3	166	87	-171
266	1981	6	13	7	29	10	5.5	5.4	3.01	24	67.74	36.19	15.0	107	34	157	216	77	59
268	1981	6	30	21	55	47	5.0	0.0	2.76	23	95.45	23.00	10.0	7	40	142	128	67	57
269	1981	7	8	3	59	0	5.3	0.0	1.39	24	70.24	36.13	233.5	304	22	129	83	73	76
273	1981	8	14	6	9	33	5.1	4.6	9.00	23	98.51	25.61	10.0	153	46	-141	33	63	-52
274	1981	8	16	17	54	11	5.1	4.7	7.00	23	97.02	50.84	15.0	166	53	139	283	58	45
275	1981	8	16	18	55	41	5.1	4.7	4.95	23	97.02	25.53	37.0	298	66	-7	30	83	-156
276	1981	9	12	5	25	19	5.0	4.8	6.32	23	99.71	21.12	16.0	77	60	13	341	79	150
277	1981	9	12	7	15	54	6.1	5.9	1.95	25	73.48	35.22	10.0	107	36	79	300	54	98
278	1981	9	19	6	50	59	5.0	5.2	1.33	24	101.54	22.84	10.0	143	71	-172	50	82	-19
279	1981	11	1	9	22	37	5.1	0.0	8.65	23	70.47	36.15	211.7	328	30	118	116	64	75
281	1981	11	8	18	1	3	5.3	5.5	3.48	24	115.09	37.08	15.0	31	72	162	126	73	19
284	1981	11	23	21	30	27	5.0	0.0	4.21	24	70.28	35.91	213.7	325	7	95	139	83	89
285	1981	11	27	17	21	45	5.7	0.0	2.04	25	131.12	42.88	546.2	66	25	174	162	88	65
286	1981	12	5	10	12	11	5.2	5.4	1.43	24	69.47	29.48	15.0	127	69	-170	33	81	-21
290	1982	1	22	4	30	0	5.3	5.3	2.46	24	89.79	30.87	10.0	139	36	-132	7	64	-64
292	1982	1	23	17	37	29	6.0	6.5	3.46	25	82.24	31.71	10.0	17	38	-58	160	59	-112
295	1982	2	14	14	37	33	5.1	0.0	4.45	23	125.38	38.66	15.0	243	43	-102	79	48	-79
296	1982	2	22	17	59	57	5.4	4.6	8.70	23	73.40	35.15	15.0	123	43	76	322	48	103
298	1982	3	7	12	24	0	5.6	0.0	3.34	24	72.59	37.80	146.1	351	64	-23	92	70	-152
300	1982	4	8	2	41	19	5.5	4.4	7.60	23	85.84	18.01	31.7	325	51	131	91	54	51
305	1982	5	6	15	42	20	5.5	5.6	4.77	24	71.42	40.26	15.0	112	38	126	249	60	65
307	1982	6	1	6	12	16	5.1	5.2	1.94	24	102.36	21.97	10.0	49	66	-3	141	87	-156
309	1982	6	15	23	24	32	5.5	5.6	3.46	24	100.55	31.90	10.0	105	72	-3	196	87	-162
311	1982	7	1	10	43	28	5.2	0.0	7.16	23	70.00	36.13	81.9	285	40	55	147	58	116
312	1982	7	2	7	3	48	5.2	0.0	1.29	24	70.86	36.01	234.6	105	30	17	0	81	119
313	1982	7	3	8	13	35	5.1	4.8	9.61	23	100.27	26.59	10.0	347	26	-90	166	64	-90
315	1982	7	4	18	34	27	5.2	5.2	2.68	24	90.65	19.56	29.4	240	73	0	330	90	-163
318	1982	8	3	4	50	24	5.3	0.0	6.21	23	89.64	49.01	10.0	314	34	130	89	64	67
320	1982	9	29	4	24	16	5.4	4.9	1.97	24	73.11	37.34	10.0	180	46	-69	331	48	-111
321	1982	10	8	13	34	57	5.0	4.5	8.11	23	99.61	25.69	10.0	146	22	-112	350	69	-81
322	1982	10	19	12	46	2	5.0	0.0	3.16	23	119.82	40.40	33.0	116	61	-5	208	86	-151
325	1982	10	27	15	36	36	5.2	5.1	7.93	23	105.85	23.97	10.0	33	74	6	301	85	164
326	1982	10	31	18	40	52	5.2	5.1	1.39	24	82.36	36.07	10.0	215	45	-15	315	80	-134
327	1982	11	20	7	58	46	5.7	5.2	5.05	24	70.35	34.46	10.0	259	28	109	57	63	80
328	1982	12	16	0	40	48	6.2	6.6	5.30	25	68.71	36.20	12.0	218	43	113	9	51	70
336	1982	12	31	19	46	45	5.8	5.1	9.73	23	77.01	42.75	15.0	274	26	124	57	69	75
338	1983	1	25	20	6	37	5.0	0.0	11.88	23	70.26	36.16	184.3	62	25	77	256	66	96
340	1983	2	13	1	40	13	5.6	6.2	2.71	25	75.11	39.94	15.0	230	60	-7	323	84	-149
341	1983	2	26	20	7	49	5.3	5.2	10.30	23	70.16	38.93	10.0	216	44	86	42	46	94
342	1983	2	27	20	33	6	5.3	4.9	8.60	23	78.15	32.29	10.0	192	71	-7	284	83	-160
343	1983	3	3	3	32	13	5.5	0.0	12.46	23	86.91	43.97	65.6	148	38	128	283	61	64
347	1983	3	23	12	11	23	5.2	0.0	4.54	23	70.63	36.99	65.8	54	29	26	301	78	116
348	1983	4	5	6	50	33	5.4	5.6	6.39	24	75.30	40.27	15.0	220	48	-13	319	80	-138
350	1983	4	17	23	16	34	5.1	0.0	4.53	23	94.19	21.86	112.3	236	26	-22	345	81	-115
352	1983	4	22	0	37	40	5.8	5.8	6.38	24	99.06	14.52	10.1	85	33	89	266	57	90
353	1983	4	22	3	21	40	5.2	4.5	3.36	23	99.08	14.93	15.0	130	29	139	258	71	67
359	1983	5	31	21	5	45	5.0	4.3	4.08	23	79.92	35.41	13.0	322	58	-151	216	66	-35
367	1983	6	24	7	18	21	6.1	6.5	2.84	25	103.67	21.85	10.0	20	66	0	110	90	-156
372	1983	7	15	4	48	52	5.1	5.0	10.00	23	103.29	21.93	15.0	34	78	10	301	80	168
379	1983	8	23	12	12	16	5.1	0.0	6.76	23	94.69	24.48	147.9	297	44	58	158	54	118
380	1983	8	25	11	5	30	5.0	4.9	5.60	23	73.87	39.09	15.0	212	52	5	119	86	142
382	1983	8	30	10	39	27	5.6	0.0	4.24	24	94.90	25.34	68.9	161	65	159	260	71	26
385	1983	9	12	15	42	8	6.1	0.0	1.82	25	70.69	36.26	212.5	64	35	101	231	55	82
389	1983	9	28	7	59	14	5.1	0.0	1.96	24	131.78	41.42	519.9	63	60	-175	331	86	-30
393	1983	10	8	7	45	26	5.7	0.0	1.70	25	130.39	44.18	572.8	351	25	90	171	65	90
394	1983	10	21	8	44	46	5.3	0.0	8.60	23	94.37	21.87	92.0	109	5	-151	350	87	-85
395	1983	10	30	1	45	58	5.4	0.0	3.00	24	71.34	36.34	133.3	107	19	145	230	79	74
397	1983	11	5	19	48	24	5.1	5.2	2.78	24	90.06	33.97	10.0	250	73	-7	343	83	-163
398	1983	11	6	21	9	43	5.7	5.3	2.04	24	115.17	35.21	21.0	142	44	71	348	49	107
399	1983	11	16	0	54	11	5.0	0.0	13.47	23	96.38	26.58	144.4	177	58	147	286	62	37
402	1983	12	7	12	11	31	5.4	4.5	4.62	23	68.79	36.09	10.0	185	47	67	37	48	112
403	1983	12	15	10	52	54	5.3	4.1	5.72	23	87.64	43.10	56.3	165	44	132	294	59	57
404	1983	12	16	13	15	56	5.7	5.6	8.56	24	72.48	39.32	15.0	228	39	81	60	51	97
406	1983	12	22	5	31	45	5.6	4.6	2.57	24	69.03	34.95	15.0	167	48	141	286	62	49
407	1983	12	30	23	52	40	6.7	0.0	1.54	27	70.41	37.17	212.2	273	18	81	103	72	93
410	1984	1	18	14	8	21	5.5	5.4	3.38	24	65.59	27.62	15.0	349	50	-13	88	80	-139
414	1984	1	27	13	1	40	5.7	0.0	1.49	25	70.63	36.19	172.1	72	38	93	248	52	88
415	1984	2	1	14	22	7	5.9	5.7	1.52	25	70.05	34.19	15.0	268	37	121	50	59	69
417	1984	2	15	21	57	4	5.1	4.7	6.74	23	70.44	40.49	15.0	278	48	127	49	53	56
418	1984	2	16	17	18	42	6.0	0.0	4.62	25	70.66	36.25	204.2	266	34	114	58	60	75
419	1984	2	17	23	26	53	5.4	5.2	2.09	24	70.84	41.13	12.0	240	39	53	104	60	116
420	1984	2	23	15	22	49	5.3	3.9	4.41	23	67.43	39.91	15.0	274	20	106	77	71	84
422	1984	3	5	21	26	42	5.2	0.0	1.73	24	95.49	24.85	95.8	114	21	144	238	78	72
427	1984	3	19	20	28	39	6.5	7.0	3.47	26	63.24	40.59	15.0	218	21	86	41	69	91
428	1984	3	20	6	28	43	5.4	4.2	5.84	23	62.88	40.52	15.0	255	49	122	31	50	59
429	1984	3	22	22	14	20	5.2	0.0	5.42	24	71.00	36.47	276.4	270	45	106	68	47	74
431	1984	4	2	4	59	21	5.1	4.7	6.71	23	67.92	30.04	21.5	140	45	113	289	49	69
433	1984	4	15	7	34	10	5.0	0.0	6.11	23	131.24	42.73	566.8	105	35	173	201	86	55
434	1984	4	19	2	53	12	5.6	0.0	2.16	24	70.78	36.42	207.6	297	37	138	63	66	61
436	1984	4	23	21	26	39	5.1	0.0	2.29	24	70.95	36.28	218.6	325	23	97	137	67	87
437	1984	4	23	22	29	58	5.9	5.6	9.01	24	99.62	21.79	17.0	84	69	13	349	78	159
439	1984	5	6	15	19	11	5.7	5.6	11.90	24	93.42	24.33	61.3	157	69	161	254	73	22
440	1984	5	21	15	39	0	5.7	6.0	1.19	25	121.37	32.56	24.3	202	85	178	292	88	5
442	1984	6	2	10	32	18	5.2	0.0	5.80	23	70.55	36.72	114.8	227	49	35	112	64	133
446	1984	7	1	10	12	22	5.7	0.0	2.67	24	70.62	36.12	199.1	264	21	144	28	78	73
447	1984	7	3	0	58	17	5.2	0.0	1.92	24	69.30	36.12	20.2	63	27	131	198	70	71
451	1984	8	14	11	45	48	5.3	4.6	6.17	23	63.40	40.44	10.0	56	36	86	241	55	93
454	1984	8	22	18	0	54	5.3	0.0	5.80	24	70.21	35.76	138.3	316	20	113	112	72	82
461	1984	10	2	3	19	44	5.3	0.0	10.87	23	66.45	26.96	12.6	191	76	0	281	90	-166
463	1984	10	26	20	22	22	6.0	6.1	1.86	25	71.03	38.99	12.0	37	77	9	305	81	167
467	1984	11	28	10	29	26	5.8	5.6	3.78	24	96.96	26.52	16.0	311	49	17	210	77	138
471	1984	12	30	23	33	39	5.6	0.0	1.33	25	92.99	24.75	101.8	352	46	123	129	53	61
484	1985	4	7	21	27	36	5.2	4.7	1.16	24	62.44	20.91	10.0	206	90	180	296	90	0
486	1985	4	18	5	52	52	5.7	5.8	4.93	24	102.64	25.39	10.0	100	57	-170	5	82	-33
487	1985	4	21	13	21	27	5.0	5.4	2.92	24	87.18	35.72	10.0	246	50	0	155	90	140
490	1985	4	24	6	47	45	5.2	5.1	8.75	23	95.97	25.83	56.4	324	38	58	182	58	113
491	1985	4	27	1	31	27	5.6	0.0	2.61	24	72.96	38.35	117.2	103	65	172	197	83	25
492	1985	5	6	3	4	22	5.6	5.4	7.54	24	70.54	30.53	15.0	211	14	98	23	76	88
493	1985	5	8	17	10	41	5.4	4.9	2.20	24	70.58	30.77	15.0	196	16	70	37	75	96
495	1985	5	20	15	11	40	5.2	6.0	5.65	24	87.16	35.58	10.0	156	79	175	247	85	11
497	1985	5	28	14	15	26	5.3	0.0	7.71	23	70.94	36.25	136.3	189	44	42	66	62	126
500	1985	6	15	15	17	41	5.4	5.2	0.97	24	83.37	34.55	10.0	40	61	-30	145	64	-147
503	1985	7	1	2	23	52	5.3	4.8	1.84	24	87.43	18.40	10.0	60	58	1	330	89	148
505	1985	7	29	7	54	44	6.7	0.0	1.47	27	70.96	36.33	98.5	52	38	72	254	54	104
506	1985	8	1	12	13	44	5.4	5.2	4.24	24	95.53	29.24	40.0	176	15	153	292	83	76
507	1985	8	2	7	46	51	6.1	0.0	3.77	25	70.70	35.92	119.6	267	36	109	64	56	77
508	1985	8	3	11	58	15	5.0	0.0	5.30	23	70.06	35.40	124.5	82	38	88	264	52	91
510	1985	8	11	16	6	1	5.4	4.4	9.49	23	95.88	36.41	10.0	200	33	123	342	63	70
512	1985	8	23	8	32	56	5.0	4.7	4.23	23	76.46	39.31	15.0	308	85	175	38	85	5
513	1985	8	23	12	41	59	6.4	7.6	3.29	26	75.09	39.54	15.4	315	29	159	63	80	62
514	1985	8	29	23	39	51	5.1	4.3	7.67	23	75.14	39.25	10.0	81	27	57	297	68	105
516	1985	9	5	18	30	22	5.0	5.3	2.15	24	98.23	25.29	60.7	14	65	177	105	87	25
518	1985	9	11	20	45	51	5.8	6.6	1.82	25	75.32	39.50	10.0	90	44	68	299	50	110
522	1985	10	13	15	59	53	5.8	5.9	5.68	24	69.20	40.22	10.0	48	46	61	266	51	116
528	1986	1	10	3	46	27	5.4	0.0	6.29	23	87.09	28.60	81.4	140	46	-163	38	78	-45
529	1986	1	12	20	14	53	5.3	5.5	3.47	24	69.41	34.04	15.0	205	36	-18	310	79	-125
530	1986	1	14	3	3	37	5.1	0.0	2.34	24	71.00	35.97	256.8	229	40	145	348	69	56
535	1986	2	8	0	28	53	5.2	5.0	1.46	24	93.09	23.79	33.0	224	62	-15	321	77	-152
537	1986	2	19	17	34	24	5.3	4.9	10.79	23	91.18	24.89	18.0	340	50	180	70	90	40
539	1986	3	11	23	7	38	5.3	0.0	2.17	24	70.34	36.36	207.6	264	15	86	89	75	91
540	1986	3	13	8	41	22	5.4	4.6	11.33	23	101.02	25.45	15.0	330	25	-104	165	66	-84
550	1986	4	24	0	22	16	4.9	4.1	4.33	23	89.54	47.33	33.0	345	70	161	82	72	21
551	1986	4	25	16	12	35	5.2	4.9	1.63	24	77.07	39.83	15.0	48	45	45	283	60	125
552	1986	4	26	0	25	59	4.9	0.0	4.75	23	94.92	23.31	129.2	87	30	136	217	69	67
